序号,题号,题目名称,难度,通过率,挑战人数,标签,所在页码
5661,246,矩阵计数,易,87.1%,3550,2019、国赛、状压DP、搜索,284
5662,257,高僧斗法,中,68.6%,3550,2013、国赛、博弈,284
5663,263,网络寻路,中,85%,3564,2013、图论、国赛、DFS,284
5664,443,二分法,易,97.2%,3551,2015、国赛、代码填空,284
5665,1050,补给,中,52.3%,3554,2020、Floyd、国赛、状压DP,284
5666,1127,小明的族谱,易,75.3%,3605,LCA,284
5667,1136,蓝桥侦探,易,73.8%,3591,种类并查集,284
5668,1516,高精度加法,易,94.8%,3592,高精度,284
5669,2362,Fibonacci 集合,易,91.8%,3595,2020、优先队列、省赛、递推,284
5670,3990,妮妮的月饼工厂,易,92.8%,3589,二分,284
5671,5025,高塔登顶方案,中,66.6%,3570,前缀和、递推,284
5672,7939,循环位移,易,98.8%,3584,模拟、省模拟赛,284
5673,11586,探幂和,中,53.9%,3558,数学,284
5674,12421,乘飞机【算法赛】,中,35.3%,3561,鸽巢原理,284
5675,19681,01背包,易,92.3%,3592,动态规划、01背包,284
5676,19951,看不清的数字【算法赛】,难,35.4%,3590,数位DP,284
5677,20031,缺失的环节【算法赛】,易,65.8%,3581,暴力、思维、二进制,284
5678,20133,蚂蚁开会,中,74.9%,3583,国赛、2024,284
5679,20545,可分解的正整数,中,63.3%,3600,省赛、2025,284
5680,20564,攻击次数,易,86.1%,3549,省赛、2025,284
5681,140,机器人繁殖,难,83.3%,3628,2015、模拟、国赛,285
5682,306,查找最长的上升子序列,易,91%,3672,动态规划,285
5683,344,图书管理员,易,92%,3626,2017、字符串、快速排序、NOIP,285
5684,624,三角形的面积,易,98.5%,3656,2018、国赛,285
5685,1180,斐波那契数列,易,67.6%,3682,矩阵快速幂,285
5686,1203,小明的字符串,易,95.4%,3676,KMP,285
5687,1229,小邋遢的衣橱,易,92.4%,3680,栈,285
5688,1368,绝世武功,易,81.6%,3614,二阶差分,285
5689,1781,断案,中,95.2%,3661,,285
5690,2297,天数,易,98.3%,3709,2022、模拟,285
5691,3400,异或森林,中,92.9%,3631,思维、二进制,285
5692,4608,小蓝的奇妙冒险,易,72.3%,3620,动态规划,285
5693,7936,数位和相等,易,98%,3635,省模拟赛、进制转换,285
5694,16577,欢迎参加福建省大学生程序设计竞赛【算法赛】,易,85.7%,3615,双指针、计数问题,285
5695,16578,下棋的贝贝【算法赛】,中,54.9%,3610,思维,285
5696,17101,子串,中,10.3%,3661,2023、后缀自动机、国赛,285
5697,17138,电动车,易,81.6%,3628,2023、最小生成树、国赛,285
5698,19867,上交文物【算法赛】,易,96.8%,3607,语法,285
5699,19954,小学生的账号密码【算法赛】,难,41.5%,3636,思维、位运算、调和级数,285
5700,20122,汉字田,中,85.8%,3668,国赛、2024,285
5701,119,广场舞,难,11.7%,3742,2016、离散化、国赛,286
5702,312,确定一个数字是否为 2 的幂,易,89%,3732,数学,286
5703,313,确定翻转的位数,易,98.5%,3726,模拟,286
5704,396,数字反转,易,93.9%,3766,2011、字符串、NOIP,286
5705,1040,奇偶覆盖,难,69%,3730,2020、线段树、国赛、扫描线,286
5706,1233,石子合并,易,92.1%,3748,区间DP,286
5707,2211,六六大顺,中,25.6%,3767,2022、高精度、国赛,286
5708,2217,重合次数,中,88.2%,3766,2022、思维、国赛,286
5709,2227,点亮,中,54.2%,3764,2022、暴力、国赛、搜索,286
5710,4049,明日方舟大作战！,易,84.5%,3755,贪心、动态规划、01背包,286
5711,4998,小蓝的积分冒险,易,97.4%,3772,语法,286
5712,7943,区间最大和,中,84.5%,3739,前缀和、枚举、省模拟赛,286
5713,7945,疯狂的促销【算法赛】,易,81.2%,3766,贪心,286
5714,12117,召唤神坤【算法赛】,中,25.2%,3749,贪心,286
5715,16991,数学奇才【算法赛】,易,70.4%,3719,贪心,286
5716,17026,小蓝的跳跃【算法赛】,中,32.3%,3725,思维、贪心、动态规划,286
5717,17150,困局,难,30.4%,3709,2023、国赛、搜索、排列组合,286
5718,19788,高半音,易,92.7%,3726,模拟、语法,286
5719,19809,数字换字母,易,92.9%,3772,模拟、语法、STL,286
5720,20316,不油腻的星座【算法赛】,易,98.9%,3754,语法,286
5721,117,碱基,中,72.3%,3809,2016、后缀数组、字符串hash、国赛、动态规划,287
5722,150,序列计数,中,64%,3856,2020、省模拟赛、动态规划、搜索,287
5723,200,Fibonacci 数列与黄金分割,易,78.5%,3834,2019、暴力、省赛,287
5724,275,矩形运算,易,89.4%,3817,2012、省赛、计算几何,287
5725,467,干支纪年,易,98.3%,3821,2012、省赛、代码填空,287
5726,580,逆序对数,易,97.2%,3856,2021、省模拟赛,287
5727,1178,小明的背包5,易,96.8%,3818,分组背包、背包问题,287
5728,1594,异或三角,中,36.4%,3824,2021、国赛、数位DP,287
5729,1631,兴趣小组,中,85.9%,3843,枚举,287
5730,1777,喜忧参半,难,72.4%,3777,,287
5731,3075,特殊的多边形,中,90.9%,3783,前缀和、搜索、DFS,287
5732,4999,小蓝的能源挑战,易,95.9%,3830,思维、语法,287
5733,9992,房顶漏水啦【算法赛】,易,66.5%,3837,思维,287
5734,10015,蓝桥圣诞树【算法赛】,中,45%,3863,枚举、DFS,287
5735,17128,X质数,易,74.5%,3851,2023、线性筛、枚举、国赛,287
5736,17159,贝贝的集合【算法赛】,难,19.6%,3860,哈希表、思维、二进制,287
5737,18438,一维差分,易,92%,3824,差分,287
5738,19870,哈希表的实现,易,94.2%,3863,哈希表、STL,287
5739,20030,铠甲合体【算法赛】,中,56.8%,3788,思维、排序,287
5740,20102,二维偏序,中,37.7%,3795,树状数组,287
5741,113,填字母游戏,中,82.5%,3986,2017、国赛、博弈,288
5742,138,密文搜索,易,85%,3916,2015、国赛,288
5743,639,纸牌三角形,中,94.6%,3871,2017、省赛,288
5744,643,魔方状态,难,69.7%,3881,2017、省赛,288
5745,720,世纪末的星期,中,97.3%,3951,2013、省赛,288
5746,1602,出现最多的字符,易,93.2%,3938,2021、省模拟赛,288
5747,1605,直角三角形,易,93.1%,3883,2021、省模拟赛,288
5748,2179,选素数,中,60.3%,3955,2022、枚举、国赛、数学,288
5749,2230,最少的1,中,21.9%,3950,2022、国赛,288
5750,3792,小蓝的礼物,易,91.5%,4000,模拟、排序,288
5751,4494,黄金树,易,96.8%,3871,DFS,288
5752,5485,Fibonacci数列,易,93.9%,3911,蓝桥杯备赛练习题、递推,288
5753,9990,扫雷【算法赛】,中,77%,3999,搜索、DFS,288
5754,11097,小蓝的图书馆,易,97.8%,3901,STL,288
5755,12420,自助餐【算法赛】,易,90.6%,4013,字符串,288
5756,12425,玩游戏【算法赛】,易,87.1%,3938,博弈,288
5757,19950,摆放显示器【算法赛】,难,52.8%,3940,数学,288
5758,20181,舞狮表演【算法赛】,中,62.8%,3933,动态规划,288
5759,20245,互质的数【省模拟赛】,易,92%,3930,,288
5760,20550,客流量上限,难,33.2%,3916,省赛、2025,288
5761,114,铁路建设,难,0.5%,4087,2017、国赛,289
5762,212,连号区间数,易,87.4%,4092,2013、规律、枚举、省赛,289
5763,626,换零钞,易,98%,4080,2018、国赛,289
5764,649,算式900,中,94.3%,4078,2017、省赛,289
5765,661,报纸页数,中,96.3%,4103,2016、省赛,289
5766,1624,小蓝吃糖果,中,93.7%,4090,优先队列,289
5767,2047,斤斤计较的小Z,易,93.9%,4034,KMP、字符串hash,289
5768,3137,GCD王国和LCM王国,中,53.7%,4115,思维、数学,289
5769,3381,卖货,中,59.3%,4022,栈、思维、动态规划、语法,289
5770,3502,平方差,中,60.8%,4037,2023、思维、构造、省赛,289
5771,3791,珠宝的最大交替和,易,88.4%,4072,贪心,289
5772,4997,小蓝的电视剧迷航,易,94.4%,4026,语法,289
5773,17002,矩阵X【算法赛】,中,31%,4081,数据结构,289
5774,17042,约数个数【省模拟赛】,易,97.4%,4055,2023、省模拟赛、数学,289
5775,18165,奇妙变换,易,94.5%,4118,递归、数学,289
5776,19808,01切换,易,86.9%,4105,语法,289
5777,19877,模拟栈,易,92.6%,4018,栈,289
5778,19936,黛玉泡茶【算法赛】,中,77.5%,4082,排序、数学,289
5779,19953,整数对F2【算法赛】,中,67.3%,4082,思维、数学、贡献计算,289
5780,20055,智商检测【算法赛】,难,40.3%,4034,GCD、枚举,289
5781,221,蚂蚁感冒,中,89.5%,4171,2014、模拟、思维、省赛,290
5782,523,ISBN号码,易,90.1%,4181,2008、字符串、模拟、NOIP,290
5783,722,组素数,易,97.5%,4205,2013、省赛,290
5784,806,序列求和,中,65.7%,4168,2019、国赛,290
5785,1133,区间修改、区间求和,易,68.7%,4131,树状数组、CDQ分治、线段树、分块,290
5786,1530,费里的语言,易,94.1%,4151,字符串hash,290
5787,2197,故障,中,81.9%,4168,2022、国赛、概率,290
5788,2226,好数之和,中,47.4%,4150,2022、国赛、数位DP,290
5789,2296,6 个 0,易,97.9%,4169,2022、进制转换,290
5790,2942,数字王国之军训排队,易,88.9%,4177,思维、搜索、DFS,290
5791,4169,鸡哥的购物挑战,中,89.6%,4122,贪心,290
5792,4990,小依的糖果分配,易,94.7%,4151,语法,290
5793,7946,双十一的祈祷【算法赛】,易,97.1%,4201,思维,290
5794,8730,恒纪元【算法赛】,中,55.7%,4129,模拟、二分,290
5795,17046,最少步数【省模拟赛】,易,97.1%,4213,2023、贪心、省模拟赛,290
5796,17099,相连的边,中,54.3%,4153,2023、排序、枚举、国赛、树,290
5797,17103,迷宫探险,中,33.1%,4127,2023、国赛、动态规划,290
5798,17147,最大阶梯,难,56.1%,4118,2023、国赛、动态规划,290
5799,17148,最长回文前后缀,中,30%,4181,2023、字符串hash、国赛、二分,290
5800,20089,奖杯排列【算法赛】,中,58.5%,4176,哈希表、动态规划,290
5801,219,矩阵翻硬币,中,77.2%,4279,2014、省赛、二分,291
5802,230,调手表,易,73.4%,4253,2018、国赛、动态规划、背包问题、搜索,291
5803,634,36进制,易,97.6%,4241,2017、国赛,291
5804,708,猜字母,易,95.8%,4253,2014、省赛,291
5805,729,星期几,中,96.8%,4265,2012、国赛,291
5806,1151,最小质因子之和(Easy Version),易,78.7%,4263,埃氏筛,291
5807,1600,平方差,中,91.7%,4296,2021、枚举、省模拟赛,291
5808,1793,条件联结词,易,93.6%,4283,,291
5809,2168,排列距离,中,81.7%,4317,2022、康托展开、国赛,291
5810,2371,3 的倍数,易,96.7%,4242,2021、枚举、省赛、数学,291
5811,3362,建造房屋,中,91.7%,4323,动态规划,291
5812,3898,泡澡,易,88.5%,4304,差分,291
5813,5891,神奇数,中,47.2%,4216,数位DP,291
5814,17037,奇数次数【省模拟赛】,易,96.7%,4257,2023、字符串、模拟,291
5815,17122,钉板上的正方形,难,67%,4323,2023、模拟、国赛,291
5816,19859,灵魂问题【算法赛】,易,94.7%,4255,语法,291
5817,20124,合法密码,易,87.2%,4285,国赛、2024,291
5818,20240,舞狮【算法赛】,中,41.3%,4327,优先队列、排序、STL,291
5819,20242,电子舞龙【算法赛】,易,75.5%,4260,思维、数学,291
5820,20272,拳头对决【算法赛】,中,30%,4258,树状数组、排序、二分,291
5821,324,乌托邦树,易,95.6%,4343,数学,292
5822,389,摆花,易,95.9%,4419,2012、NOIP、动态规划、搜索,292
5823,475,神秘的三位数,易,98.3%,4343,2011、省赛、代码填空,292
5824,571,FBI树,易,95.5%,4404,2004、字符串、构造、NOIP、搜索,292
5825,1112,小王子双链表,易,95.5%,4374,链表,292
5826,1779,单选题,易,93.3%,4421,,292
5827,2388,第几小,难,19%,4378,2022、分块、省赛,292
5828,3228,星际探险,难,20.9%,4419,图论、贪心、数据结构,292
5829,3416,四元组问题,中,76.9%,4456,单调栈、思维、前缀和、数据结构,292
5830,4992,小桥的小红书判断法,易,92.5%,4429,语法,292
5831,5131,奇怪的线段,中,18.9%,4399,数据结构,292
5832,6271,放苹果,易,98.9%,4409,2023、省模拟赛、数学,292
5833,7938,灌水,中,89.8%,4431,图论、构造、数学,292
5834,10005,蓝桥小课堂-平方和【算法赛】,易,84.1%,4380,模拟,292
5835,10014,新年快乐【算法赛】,易,98.9%,4389,模拟,292
5836,16582,十二生肖【算法赛】,易,98.1%,4369,语法,292
5837,17031,美丽圆环【算法赛】,难,38.7%,4418,思维、排序,292
5838,19684,递归实现排列型枚举,易,94.4%,4448,递归,292
5839,19949,不同角度【算法赛】,难,56.2%,4461,字符串,292
5840,20106,男女搭配【算法赛】,易,68.5%,4453,思维、数学,292
5841,1301,齿轮,难,37.6%,4468,2016、逆元、并查集、SDOI,293
5842,1543,找零问题,易,95.3%,4483,贪心,293
5843,2207,斐波那契数组,中,64.9%,4473,2022、思维、枚举、国赛,293
5844,2305,排序,难,29%,4504,2022、树状数组,293
5845,2377,特殊年份,易,97.5%,4482,2021、模拟、枚举、省赛,293
5846,3249,完美队列的数目,中,52%,4487,思维、贪心、前缀和、二分,293
5847,3344,可凑成的最大花束数,中,84.9%,4522,二分,293
5848,3404,肖恩的乘法表,易,88.2%,4538,思维、二分,293
5849,4150,基德的密码锁,中,32.6%,4493,动态规划,293
5850,4234,小怂爱水洼,中,91.3%,4469,DFS,293
5851,8729,压缩矩阵【算法赛】,易,55.9%,4517,模拟、思维,293
5852,16983,你不干？有的是帕鲁干！【算法赛】,易,64.4%,4502,思维、数学,293
5853,16989,猜灯谜【算法赛】,易,88.3%,4481,枚举,293
5854,17136,星球,易,69%,4492,2023、国赛、动态规划、状压DP,293
5855,19740,书籍标签【算法赛】,易,90.6%,4491,模拟、语法,293
5856,20090,抵御攻击【算法赛】,难,44.2%,4494,图论、Prim、Kruskal、最小生成树,293
5857,20094,决出国特【算法赛】,中,49.9%,4530,线性筛、埃氏筛、模拟、枚举、质数,293
5858,20265,妇女唇膏【算法赛】,易,65.6%,4533,位运算,293
5859,20270,蓝桥字符【算法赛】,易,62.4%,4534,字符串、枚举,293
5860,20273,未来竞赛【算法赛】,中,64.8%,4500,思维、数学,293
5861,159,摆动序列,中,78.3%,4570,2020、省模拟赛、动态规划,294
5862,215,波动数列,中,75%,4604,2014、省赛、动态规划,294
5863,217,斐波那契,难,25.6%,4620,2014、矩阵快速幂、省赛,294
5864,578,边数,易,97.5%,4545,2021、省模拟赛,294
5865,617,回家路费,易,98.3%,4556,2018、省赛,294
5866,652,一步之遥,易,96.6%,4552,2016、国赛,294
5867,1205,区间最大值,易,95.7%,4553,ST表,294
5868,1592,异或变换,中,59.7%,4617,2021、规律、国赛,294
5869,1778,绅士与流氓,易,94.3%,4622,,294
5870,3346,最大通过数,易,83.4%,4626,二分,294
5871,3694,肖恩的投球游戏加强版,易,92.8%,4630,差分,294
5872,3711,选数异或,易,93.8%,4669,位运算、动态规划,294
5873,4360,串变换,中,83.5%,4608,DFS,294
5874,10472,空间复杂度【算法赛】,易,86.8%,4559,语法,294
5875,19844,3枚硬币,易,82.5%,4631,模拟,294
5876,19868,打开石门【算法赛】,易,79.6%,4545,字符串、模拟,294
5877,20035,消灭卡片【算法赛】,中,58.3%,4558,思维、数学,294
5878,20257,元宵分配【算法赛】,难,63.1%,4634,排序,294
5879,20288,破译密码【算法赛】,中,37%,4646,思维、贪心,294
5880,20291,插入数字【算法赛】,易,72.5%,4616,字符串、模拟、STL,294
5881,207,大臣的旅费,易,86.2%,4767,2013、省赛、树形DP、搜索,295
5882,256,车轮轴迹,难,17.4%,4741,2013、国赛、计算几何,295
5883,302,合并排序数组,易,88%,4718,模拟、排序,295
5884,572,火星人,易,83.3%,4758,2004、模拟、排序、NOIP,295
5885,741,合并果子,易,96%,4780,2004、优先队列、贪心、NOIP,295
5886,1023,皮亚诺曲线距离,难,62.5%,4782,2020、模拟、国赛、递归,295
5887,1142,百亿富翁,易,87.8%,4821,单调栈,295
5888,1331,二进制中 1 的个数,易,91.8%,4746,位运算,295
5889,1589,翻转括号序列,难,52.5%,4783,2021、线段树、国赛,295
5890,1630,最大公共子串 （刷题赛1）,易,97.5%,4834,,295
5891,1935,一年中的第几天,易,88.4%,4791,日期问题,295
5892,2215,交通信号,中,54.9%,4714,2022、思维、国赛,295
5893,2378,小平方,易,93.5%,4802,2021、枚举、省赛,295
5894,3328,二进制商城,易,79.9%,4731,思维、二进制,295
5895,3447,七步诗,中,86.4%,4728,dfs、bfs,295
5896,5890,串门,易,69.1%,4694,树的直径,295
5897,17118,走方格,中,63.9%,4773,2023、图论、国赛,295
5898,17161,无理数位数查询【算法赛】,易,34.8%,4731,二分,295
5899,20289,浓缩咖啡液【算法赛】,易,64.7%,4818,思维,295
5900,20290,蓝桥速算【算法赛】,中,50.1%,4754,思维、数学,295
5901,134,切开字符串,难,5%,4891,2015、Manacher、字符串hash、平衡树、国赛,296
5902,162,通电,易,85.2%,4956,2020、最小生成树、省模拟赛,296
5903,163,积木,中,63.9%,4887,2020、模拟、省模拟赛,296
5904,511,机器翻译,易,96.1%,4876,2020、队列、模拟、NOIP,296
5905,703,李白打酒,中,96.3%,4941,2014、省赛,296
5906,742,合唱队形,易,93.6%,4871,2004、单调队列、NOIP、动态规划,296
5907,1629,方格分割（刷题赛）,中,95.4%,4887,,296
5908,2172,最大公约数,中,65.6%,4871,2022、线段树、国赛、二分,296
5909,2213,打折,中,43.5%,4880,2022、贪心、国赛,296
5910,2364,浮点数,易,98.3%,4915,2021、省赛、数学,296
5911,3419,小郑的蓝桥平衡串,易,94.6%,4950,字符串、前缀和,296
5912,3721,异或和,易,4.9%,4871,异或,296
5913,7934,字符显示,易,99%,4927,省模拟赛、数学,296
5914,17119,质数排序,难,23.8%,4913,2023、国赛、分类讨论、排列组合,296
5915,17145,交易账本,中,38.1%,4933,2023、模拟、国赛,296
5916,18427,翻转,中,63.4%,4941,2023、国赛、动态规划,296
5917,18437,一维前缀和,易,94.6%,4882,前缀和,296
5918,20027,代金券【算法赛】,易,68.2%,4878,模拟、暴力、搜索,296
5919,20032,召唤帝皇侠【算法赛】,中,49%,4861,思维、二分、数学,296
5920,20267,表演队【算法赛】,中,34.1%,4907,前缀和,296
5921,173,堆的计数,中,69.1%,4956,2018、快速幂、省赛、动态规划,297
5922,291,金额查错,中,85.9%,5092,2011、省赛、递归,297
5923,305,查找最长的公共子序列,易,94.7%,4994,动态规划,297
5924,531,奖学金,易,94.5%,5117,2007、模拟、排序、NOIP,297
5925,584,序列个数,易,97.5%,4963,2021、省模拟赛,297
5926,718,猜年龄,易,98.1%,5028,2013、省赛,297
5927,1595,和与乘积,中,33.1%,5104,2021、前缀和、国赛,297
5928,2130,重复的数,中,31.8%,4992,2022、省赛、莫队算法,297
5929,2180,替换字符,中,42.2%,5055,2022、线段树、国赛,297
5930,3000,神奇的数组,中,84.7%,5015,双指针、二分,297
5931,3695,聪明的小羊肖恩,易,82.6%,5015,双指针,297
5932,3994,阿坤老师的独特瓷器,中,52.1%,5029,思维、排序,297
5933,4977,妮妮的歌词改编,易,85.3%,5124,字符串、语法,297
5934,8735,蓝桥小课堂—海伦公式【算法赛】,易,80.2%,5045,数学,297
5935,17100,01游戏,中,71.9%,5100,2023、国赛、搜索、剪枝,297
5936,17140,数和游戏,中,57.8%,5127,2023、国赛、搜索、记忆化搜索、剪枝,297
5937,19787,懒羊羊字符串,易,90.2%,5007,字符串、模拟、语法,297
5938,19934,四个亲戚【算法赛】,易,95.1%,5067,语法,297
5939,20086,标记名字【算法赛】,易,46.1%,5031,欧拉函数、思维、数学,297
5940,20097,排序题目【算法赛】,难,33.4%,5137,模拟、思维,297
5941,190,组合数问题,难,39.8%,5207,2019、省赛、数位DP,298
5942,304,求解完全背包问题,易,94%,5236,动态规划,298
5943,309,求解台阶问题,易,89.2%,5264,动态规划,298
5944,422,最大公共子串,易,97.4%,5271,2017、省赛、代码填空,298
5945,681,立方变自身,易,96.8%,5274,2015、省赛,298
5946,707,等额本金,易,98.3%,5245,2014、省赛,298
5947,1554,斐波那契数列最大公约数,易,93.6%,5217,2020、省赛、数学,298
5948,1621,挑选子串,易,96.5%,5244,双指针,298
5949,2366,双阶乘,易,96.6%,5164,2021、枚举、省赛,298
5950,3227,找到最多的数,易,95%,5236,双指针、暴力、枚举,298
5951,3250,最大的卡牌价值,易,92.6%,5210,贪心、高精度,298
5952,3766,无尽的石头,易,96.9%,5254,模拟、思维,298
5953,3820,混境之地5,中,89.2%,5155,思维、DFS,298
5954,9496,小蓝的金牌梦【算法赛】,中,34.2%,5179,前缀和、质数,298
5955,17097,XYZ,中,59.3%,5194,2023、国赛、数学,298
5956,17117,火车运输,中,60.8%,5238,2023、国赛、动态规划,298
5957,17146,背包问题,难,31.4%,5168,2023、枚举、国赛,298
5958,18527,延续端午【算法赛】,易,98.8%,5223,语法,298
5959,20050,高能粒子【算法赛】,中,41.4%,5240,差分、二分,298
5960,20256,灯笼猜谜【算法赛】,中,63.4%,5231,枚举,298
5961,239,最优包含,易,83.9%,5436,2019、国赛、动态规划,299
5962,280,移动字母,难,63.7%,5322,2012、省赛、DFS,299
5963,581,IP地址,易,97.8%,5275,2021、省模拟赛,299
5964,588,数字 9,易,98.2%,5427,2020、省模拟赛,299
5965,698,猜年龄,中,98.3%,5439,2014、省赛,299
5966,731,算式问题,易,95.2%,5478,2012、国赛,299
5967,1181,数的幂次,易,87.2%,5430,快速幂,299
5968,1230,进制转换,难,92.4%,5424,模拟,299
5969,2198,机房,易,88.8%,5447,2022、图论、国赛,299
5970,3693,肖恩的投球游戏,易,95.8%,5343,差分,299
5971,4880,小蓝的甜点选择,易,94.6%,5291,语法、数学,299
5972,5889,通关,中,55%,5287,优先队列,299
5973,17023,求解线性方程组【算法赛】,易,41.7%,5380,思维,299
5974,19739,银色情人节【算法赛】,易,98.5%,5320,语法,299
5975,19880,递归求组合数,易,90.6%,5440,递归、排列组合,299
5976,19952,整数对F1【算法赛】,易,70.1%,5474,思维、数学、贡献计算,299
5977,20108,排列高手【算法赛】,中,70.7%,5384,思维、贪心,299
5978,20268,花束搭配【算法赛】,中,56.4%,5482,二分,299
5979,20287,团队赛【算法赛】,易,83.3%,5394,思维、排序,299
5980,20558,移动距离,中,51.7%,5380,省赛、2025,299
5981,421,杨辉三角,易,90.9%,5545,2017、省赛、代码填空,300
5982,664,方格填数,难,85%,5524,2016、省赛,300
5983,671,奇妙的数字,易,95.8%,5488,2015、省赛,300
5984,1027,质数行者,难,22.4%,5540,2020、国赛、动态规划,300
5985,1515,阶乘计算,易,79.2%,5483,高精度,300
5986,1537,42点问题,易,88.9%,5579,枚举,300
5987,1540,大学里的树木要打药,易,96.8%,5550,差分,300
5988,1597,IP 补充,易,97.9%,5518,2021、省模拟赛、代码填空,300
5989,1787,出差,中,93.9%,5545,枚举,300
5990,2219,左移右移,中,67.4%,5520,2022、链表、思维、国赛,300
5991,2357,限高杆,难,46.1%,5538,2020、Dijkstra、省赛,300
5992,2386,染色时间,易,71.3%,5562,2022、省赛、BFS、最短路问题,300
5993,3291,区间更新,易,92.5%,5550,差分、枚举、数学,300
5994,9490,构造数字【算法赛】,易,57.2%,5490,贪心,300
5995,16999,兽之泪【算法赛】,中,43%,5490,思维、数据结构,300
5996,17020,"thanks,mom【算法赛】",易,96%,5597,模拟,300
5997,17120,选段排序,难,31.7%,5491,2023、堆、贪心、国赛,300
5998,19791,Hello Lanqiao,易,97.6%,5615,语法,300
5999,20026,购物车里的宝贝【算法赛】,易,85.4%,5483,位运算,300
6000,20679,修改编码文件【新生编程赛】,易,92%,5509,模拟、语法,300
6001,148,音节判断,易,89.9%,5678,2020、模拟、省模拟赛,301
6002,222,小朋友排队,中,62.5%,5635,动态规划,301
6003,226,防御力,难,90.1%,5650,2018、贪心、国赛,301
6004,310,质数数目,易,89.2%,5689,数学、质数,301
6005,585,距离和,易,97.1%,5640,2021、省模拟赛,301
6006,1006,最大公约数,难,7.7%,5746,莫比乌斯反演、HAOI,301
6007,2153,拉箱子,难,15.4%,5657,2022、省赛、搜索,301
6008,2201,搬砖,中,66.9%,5657,2022、贪心、国赛、01背包,301
6009,2359,数青蛙,中,96.2%,5657,2020、枚举、省赛、数学,301
6010,3967,最大花之能量,易,84.2%,5694,动态规划,301
6011,16981,等腰三角形【算法赛】,中,73%,5738,双指针、贪心,301
6012,17021,可结合的元素对【算法赛】,易,29.5%,5644,哈希表、思维、枚举,301
6013,17028,djwcb【算法赛】,易,28.2%,5737,思维、高精度,301
6014,17116,2023,难,17%,5716,2023、国赛、排列组合、二项式定理,301
6015,17121,混乘数字,中,78.4%,5647,2023、国赛、数学,301
6016,20029,能量晶石【算法赛】,中,70.4%,5657,模拟、思维,301
6017,20053,掩体计划【算法赛】,难,34.3%,5709,DFS、树,301
6018,20178,打花结【算法赛】,易,78.4%,5699,数学,301
6019,20271,蓝桥大使【算法赛】,易,67.9%,5700,排序,301
6020,20286,胜利终将属于你【算法赛】,易,84.4%,5677,语法,301
6021,410,打印图形,易,94.9%,5772,2018、省赛、代码填空,302
6022,482,利息计算,中,98.4%,5763,2011、省赛、代码填空,302
6023,1049,重复字符串,易,81.4%,5848,2020、思维、贪心、国赛,302
6024,1228,小明的衣服,中,79.1%,5823,哈夫曼树、贪心,302
6025,1231,三角形的面积,难,80.8%,5908,计算几何,302
6026,2178,环境治理,中,77.6%,5826,2022、Floyd、国赛、二分、最短路问题,302
6027,2353,日期格式,易,95.5%,5863,2020、模拟、省赛,302
6028,3260,最大数组和,易,89%,5896,前缀和、莫队算法,302
6029,3790,对称排序,易,76.6%,5928,思维,302
6030,3935,仙境诅咒,易,94.1%,5968,DFS,302
6031,4145,鸡哥的蛋糕大作战,易,87.2%,5831,模拟、枚举、数位分解,302
6032,5132,契合匹配,中,55.4%,5942,字符串,302
6033,17098,第K小的和,易,46.6%,5973,2023、国赛、二分,302
6034,17135,不完整的算式,中,64.3%,5796,2023、国赛、DFS,302
6035,17166,字典树考试【算法赛】,易,31.9%,5791,位运算,302
6036,18442,五一礼物【算法赛】,易,98.5%,5884,语法,302
6037,19930,贾母祝寿【算法赛】,易,61%,5751,思维,302
6038,20037,变身【算法赛】,中,97.2%,5969,语法,302
6039,20269,抓猪拿国一【算法赛】,难,90.7%,5876,语法,302
6040,20678,小猫取名【新生编程赛】,易,91.6%,5862,字符串、模拟,302
6041,133,打印大X,难,92.2%,6163,2015、模拟、省赛,303
6042,176,螺旋折线,中,76.4%,6006,2018、思维、省赛,303
6043,211,剪格子,中,86.2%,6212,2013、省赛、搜索,303
6044,229,迷宫与陷阱,中,77.3%,6032,2018、国赛、BFS,303
6045,292,最小公倍数,中,70.4%,5986,2011、高精度、国赛,303
6046,359,求和,难,39.1%,6044,2022、前缀和、省赛,303
6047,765,数的划分,易,87.3%,5996,2001、NOIP、递推、搜索,303
6048,808,平方序列,易,95.9%,6096,2019、国赛,303
6049,1531,快递分拣,易,96.1%,6016,模拟,303
6050,2167,小蓝与钥匙,易,76.8%,6158,2022、错排列、国赛,303
6051,2266,元音大写,易,95.8%,6187,2022、字符串、语法,303
6052,3423,安全序列,易,96.4%,6131,思维、动态规划,303
6053,3961,阿坤老师的魔方挑战,易,79%,6016,思维、枚举、矩阵,303
6054,6251,游戏,中,70.7%,6111,2023、单调队列、国赛,303
6055,7935,求余,中,96.5%,6149,省模拟赛、数学,303
6056,17096,切割,易,65.1%,6064,2023、国赛、数学,303
6057,19783,桃园结义【算法赛】,易,98.5%,6146,语法,303
6058,19807,世上有10种人,易,94.7%,5981,语法、二进制、单位换算,303
6059,20087,代码知音【算法赛】,中,23.3%,6042,数学、分类讨论,303
6060,20107,酒店安排【算法赛】,中,72.6%,6119,思维、排序,303
6061,123,取球博弈,中,78.9%,6353,2016、省赛、动态规划、博弈,304
6062,648,贪吃蛇长度,中,94%,6363,2017、省赛,304
6063,680,三角形面积,难,97%,6273,2015、省赛,304
6064,1021,本质上升序列,中,91.9%,6234,2020、国赛、动态规划,304
6065,1566,整数范围,易,97.9%,6344,2021、国赛、数学,304
